reward,latency,energy,completion,agree,syncs,scenario,method,tau,sync_mode,predictor,eps,delta,task_mode
-6194.294532022453,0.28126880066845367,354.2364861333873,1.0,1.0,101.0,k3_burst_random,pmeo_m_eco,1,fixed,linear,0.0,,
-8065.931725231191,0.3737882433893569,368.116839454697,0.8964461832830419,0.7957254901960785,51.0,k3_burst_random,pmeo_m_eco,2,fixed,linear,0.0,,
-8872.217074375205,0.41349000424986276,370.1805270090525,0.8621498616125299,0.7201764705882352,34.0,k3_burst_random,pmeo_m_eco,3,fixed,linear,0.0,,
-9789.352724998422,0.4994924720807309,395.4111738669138,0.807686040633744,0.6375882352941177,21.0,k3_burst_random,pmeo_m_eco,5,fixed,linear,0.0,,
-10794.319169490827,0.580801045092724,418.338395179343,0.7694894188985426,0.5598039215686275,11.0,k3_burst_random,pmeo_m_eco,10,fixed,linear,0.0,,
-6014.109516575483,0.27655944520625986,340.56346023557273,1.0,1.0,101.0,k3_burst_random,pmeo_m_eco,1,fixed,linear,0.0,,
-7860.165667454448,0.3681922716818121,355.85081877207335,0.8946945006225793,0.7960392156862746,51.0,k3_burst_random,pmeo_m_eco,2,fixed,linear,0.0,,
-8769.849019491352,0.4251181519234494,369.4644468175853,0.8523886561022731,0.7123333333333333,34.0,k3_burst_random,pmeo_m_eco,3,fixed,linear,0.0,,
-9673.68685986011,0.5102193762676498,391.68040895095254,0.7989266335341907,0.6313725490196079,21.0,k3_burst_random,pmeo_m_eco,5,fixed,linear,0.0,,
-10690.340470472658,0.5806209907502414,415.73417646426213,0.7602467485612404,0.5579019607843136,11.0,k3_burst_random,pmeo_m_eco,10,fixed,linear,0.0,,
-6321.666864192542,0.28737523864518766,348.53147102084574,1.0,1.0,101.0,k3_burst_random,pmeo_m_eco,1,fixed,linear,0.0,,
-8319.381265802673,0.3765719451972464,356.64345296715794,0.9040102523115454,0.7935882352941177,51.0,k3_burst_random,pmeo_m_eco,2,fixed,linear,0.0,,
-9117.475587045152,0.4311240579589624,371.4289145444183,0.863228211834205,0.7169215686274509,34.0,k3_burst_random,pmeo_m_eco,3,fixed,linear,0.0,,
-10163.859561777088,0.5231327991686456,390.822860169955,0.8141884074412287,0.6286470588235294,21.0,k3_burst_random,pmeo_m_eco,5,fixed,linear,0.0,,
-11203.983041196645,0.594905430919036,423.6534350956166,0.7749758300569167,0.5555882352941176,11.0,k3_burst_random,pmeo_m_eco,10,fixed,linear,0.0,,
-6131.18066876205,0.2871112074902837,345.13510561603357,1.0,1.0,101.0,k3_burst_random,pmeo_m_eco,1,fixed,linear,0.0,,
-8134.563210846645,0.37512526565767096,358.24355992523374,0.9052163920100593,0.7935686274509803,51.0,k3_burst_random,pmeo_m_eco,2,fixed,linear,0.0,,
-8903.371605823133,0.4164433549339061,371.1049566021053,0.8688533241476899,0.718764705882353,34.0,k3_burst_random,pmeo_m_eco,3,fixed,linear,0.0,,
-9943.91714491027,0.5104946742353257,391.94306310105765,0.8163022352164733,0.6347058823529411,21.0,k3_burst_random,pmeo_m_eco,5,fixed,linear,0.0,,
-11004.364894112516,0.5722790994635927,425.414868481943,0.7804401625171768,0.5671372549019609,11.0,k3_burst_random,pmeo_m_eco,10,fixed,linear,0.0,,
-6558.077086278351,0.3120567475094503,353.87673980155853,1.0,1.0,101.0,k3_burst_random,pmeo_m_eco,1,fixed,linear,0.0,,
-8815.99594617721,0.42152433160898806,374.218549713721,0.9005174344817568,0.7785490196078432,51.0,k3_burst_random,pmeo_m_eco,2,fixed,linear,0.0,,
-9775.165315977703,0.4781008080119187,384.511951169169,0.8640350465368613,0.6867450980392157,34.0,k3_burst_random,pmeo_m_eco,3,fixed,linear,0.0,,
-10752.082324492014,0.5542846080533472,396.3082341994118,0.8243098693811548,0.6013725490196078,21.0,k3_burst_random,pmeo_m_eco,5,fixed,linear,0.0,,
-11913.882324884264,0.6501874293341441,435.2643528013068,0.773593978001416,0.5303921568627451,11.0,k3_burst_random,pmeo_m_eco,10,fixed,linear,0.0,,
-7969.020470914964,0.3457137734922492,342.8022610449287,0.9067823065524804,0.8079803921568626,48.5,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-7764.2496331817265,0.33995432573647916,332.825719256832,0.9032611029201731,0.8081764705882353,49.1,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-8129.740909161267,0.35143917200087965,334.01131956781677,0.9106416614772508,0.8079803921568628,47.5,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-8053.182649834253,0.35516054278775167,334.6388161671786,0.9068871868368318,0.8031960784313725,48.0,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-8724.32905636231,0.3871861896401718,344.79489197435555,0.9076236662869439,0.7790196078431373,44.7,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-8243.168830637127,0.3560118832809685,335.08225904187407,0.8901690073683846,0.7809019607843137,41.7,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-7988.641345393512,0.349494193330005,330.2095941048627,0.887433450735865,0.783764705882353,43.2,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-8356.30001252832,0.3618391454810482,333.20370574976914,0.896332633362913,0.7816078431372548,41.4,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-8333.993457559329,0.36565687497850824,331.43395168936775,0.8917807808349549,0.7750980392156862,41.2,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-9013.918899248465,0.4003807964128884,343.76837542734273,0.8921272569781296,0.7458627450980392,37.2,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-8597.188092266253,0.3705592005960429,337.36169226435266,0.866998822742255,0.7453725490196079,32.6,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-8435.921084670188,0.36667246020639876,326.9153761755424,0.8633275825822933,0.7416470588235293,32.9,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-8794.728304223572,0.37731314159063584,328.31282111330285,0.874911122469476,0.7422549019607843,31.6,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-8828.115528780934,0.3830207991745852,327.094529905492,0.8690515460981206,0.7337647058823528,30.8,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-9371.991230522824,0.41187810926372964,342.12873277803067,0.8762150601236209,0.7115098039215687,29.5,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-8872.013912181184,0.38345682235083106,335.8411819194518,0.8521172154437651,0.7136666666666667,25.6,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-8662.14710556711,0.3780019279515773,331.37273014066693,0.8478333383499214,0.715,25.7,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-9046.851176687134,0.388828546102038,326.255915667418,0.8593500438841497,0.7157450980392157,25.5,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-9136.872638175932,0.3998741003901276,327.14726186281143,0.8463108345620904,0.7003921568627451,23.6,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-9646.480294919682,0.42359773403503376,337.31851341007643,0.8623050551442022,0.6824901960784313,22.8,k3_burst_random,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
